"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"AntsAlf100-200.nlogo"
"experiment"
"12/10/2024 22:18:27:974 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","population","diffusion-rate","evaporation-rate","[step]","total-food"
"26650","125","26","38","200","44"
"26653","125","26","39","200","51"
"26648","125","26","38","200","51"
"26655","125","26","39","200","37"
"26656","125","26","39","200","41"
"26657","125","26","39","200","39"
"26659","125","26","39","200","44"
"26660","125","26","39","200","46"
"26658","125","26","39","200","47"
"26666","125","26","40","200","44"
"26664","125","26","40","200","42"
"26661","125","26","40","200","34"
"26662","125","26","40","200","52"
"26663","125","26","40","200","51"
"26665","125","26","40","200","53"
"26667","125","26","40","200","50"
"26668","125","26","40","200","38"
"26669","125","26","40","200","43"
"26671","125","26","41","200","40"
"26670","125","26","40","200","44"
"26674","125","26","41","200","51"
"26676","125","26","41","200","39"
"26675","125","26","41","200","45"
"26672","125","26","41","200","46"
"26673","125","26","41","200","50"
"26677","125","26","41","200","55"
"26678","125","26","41","200","36"
"26679","125","26","41","200","56"
"26680","125","26","41","200","61"
"26683","125","26","42","200","46"
"26682","125","26","42","200","40"
"26681","125","26","42","200","50"
"26685","125","26","42","200","40"
"26684","125","26","42","200","53"
"26686","125","26","42","200","46"
"26688","125","26","42","200","40"
"26687","125","26","42","200","42"
"26690","125","26","42","200","25"
"26689","125","26","42","200","53"
"26693","125","26","43","200","31"
"26694","125","26","43","200","33"
"26692","125","26","43","200","48"
"26691","125","26","43","200","61"
"26695","125","26","43","200","40"
"26697","125","26","43","200","44"
"26696","125","26","43","200","44"
"26698","125","26","43","200","34"
"26699","125","26","43","200","34"
"26701","125","26","44","200","58"
"26700","125","26","43","200","48"
"26702","125","26","44","200","58"
"26703","125","26","44","200","46"
"26705","125","26","44","200","37"
"26706","125","26","44","200","48"
"26707","125","26","44","200","53"
"26708","125","26","44","200","39"
"26704","125","26","44","200","42"
"26709","125","26","44","200","59"
"26710","125","26","44","200","39"
"26712","125","26","45","200","44"
"26711","125","26","45","200","48"
"26713","125","26","45","200","51"
"26714","125","26","45","200","40"
"26719","125","26","45","200","39"
"26715","125","26","45","200","35"
"26716","125","26","45","200","40"
"26717","125","26","45","200","40"
"26718","125","26","45","200","38"
"26720","125","26","45","200","34"
"26721","125","26","46","200","43"
"26722","125","26","46","200","44"
"26723","125","26","46","200","41"
"26725","125","26","46","200","41"
"26727","125","26","46","200","41"
"26724","125","26","46","200","29"
"26728","125","26","46","200","40"
"26726","125","26","46","200","53"
"26729","125","26","46","200","38"
"26731","125","26","47","200","50"
"26730","125","26","46","200","44"
"26736","125","26","47","200","42"
"26737","125","26","47","200","47"
"26738","125","26","47","200","51"
"26732","125","26","47","200","54"
"26734","125","26","47","200","37"
"26739","125","26","47","200","57"
"26735","125","26","47","200","48"
"26733","125","26","47","200","43"
"26741","125","26","48","200","42"
"26740","125","26","47","200","40"
"26743","125","26","48","200","46"
"26746","125","26","48","200","52"
"26745","125","26","48","200","51"
"26742","125","26","48","200","33"
"26744","125","26","48","200","51"
"26747","125","26","48","200","43"
"26748","125","26","48","200","35"
"26749","125","26","48","200","45"
"26753","125","26","49","200","34"
"26750","125","26","48","200","42"
"26755","125","26","49","200","52"
"26752","125","26","49","200","40"
"26754","125","26","49","200","44"
"26751","125","26","49","200","33"
"26756","125","26","49","200","49"
"26759","125","26","49","200","32"
"26757","125","26","49","200","48"
"26758","125","26","49","200","51"
"26765","125","26","50","200","41"
"26764","125","26","50","200","40"
"26760","125","26","49","200","49"
"26767","125","26","50","200","44"
"26766","125","26","50","200","46"
"26763","125","26","50","200","44"
"26762","125","26","50","200","44"
"26761","125","26","50","200","36"
"26768","125","26","50","200","40"
"26770","125","26","50","200","50"
"26769","125","26","50","200","49"
"26771","125","26","51","200","40"
"26772","125","26","51","200","44"
"26773","125","26","51","200","47"
"26774","125","26","51","200","45"
"26777","125","26","51","200","39"
"26776","125","26","51","200","43"
"26775","125","26","51","200","40"
"26779","125","26","51","200","46"
"26780","125","26","51","200","39"
"26778","125","26","51","200","43"
"26781","125","26","52","200","45"
"26782","125","26","52","200","47"
"26785","125","26","52","200","49"
"26784","125","26","52","200","49"
"26786","125","26","52","200","48"
"26783","125","26","52","200","57"
"26787","125","26","52","200","44"
"26789","125","26","52","200","44"
"26788","125","26","52","200","45"
"26791","125","26","53","200","37"
"26792","125","26","53","200","53"
"26794","125","26","53","200","47"
"26795","125","26","53","200","43"
"26790","125","26","52","200","59"
"26793","125","26","53","200","52"
"26796","125","26","53","200","44"
"26797","125","26","53","200","41"
"26799","125","26","53","200","36"
"26800","125","26","53","200","42"
"26801","125","26","54","200","41"
"26798","125","26","53","200","46"
"26804","125","26","54","200","65"
"26805","125","26","54","200","60"
"26803","125","26","54","200","51"
"26802","125","26","54","200","50"
"26806","125","26","54","200","41"
"26807","125","26","54","200","49"
"26808","125","26","54","200","50"
"26809","125","26","54","200","50"
"26811","125","26","55","200","34"
"26810","125","26","54","200","40"
"26812","125","26","55","200","51"
"26813","125","26","55","200","47"
"26818","125","26","55","200","50"
"26814","125","26","55","200","45"
"26815","125","26","55","200","51"
"26816","125","26","55","200","51"
"26819","125","26","55","200","56"
"26817","125","26","55","200","35"
"26820","125","26","55","200","27"
"26822","125","26","56","200","54"
"26823","125","26","56","200","47"
"26824","125","26","56","200","50"
"26825","125","26","56","200","37"
"26821","125","26","56","200","43"
"26826","125","26","56","200","48"
"26827","125","26","56","200","51"
"26828","125","26","56","200","42"
"26829","125","26","56","200","46"
"26830","125","26","56","200","38"
"26831","125","26","57","200","41"
"26834","125","26","57","200","45"
"26833","125","26","57","200","42"
"26832","125","26","57","200","54"
"26835","125","26","57","200","45"
"26837","125","26","57","200","45"
"26839","125","26","57","200","42"
"26838","125","26","57","200","35"
"26840","125","26","57","200","45"
"26836","125","26","57","200","51"
"26841","125","26","58","200","60"
"26842","125","26","58","200","33"
"26846","125","26","58","200","40"
"26843","125","26","58","200","31"
"26844","125","26","58","200","52"
"26845","125","26","58","200","55"
"26848","125","26","58","200","60"
"26847","125","26","58","200","39"
"26849","125","26","58","200","50"
"26850","125","26","58","200","49"
"26852","125","26","59","200","45"
"26853","125","26","59","200","44"
"26854","125","26","59","200","49"
"26855","125","26","59","200","38"
"26851","125","26","59","200","44"
"26856","125","26","59","200","41"
"26859","125","26","59","200","51"
"26858","125","26","59","200","49"
"26857","125","26","59","200","46"
"26860","125","26","59","200","38"
"26861","125","26","60","200","38"
"26862","125","26","60","200","45"
"26863","125","26","60","200","45"
"26868","125","26","60","200","36"
"26867","125","26","60","200","42"
"26864","125","26","60","200","50"
"26870","125","26","60","200","40"
"26869","125","26","60","200","43"
"26865","125","26","60","200","45"
"26866","125","26","60","200","40"
"26871","125","26","61","200","45"
"26872","125","26","61","200","55"
"26873","125","26","61","200","53"
"26874","125","26","61","200","37"
"26876","125","26","61","200","41"
"26877","125","26","61","200","45"
"26879","125","26","61","200","48"
"26878","125","26","61","200","49"
"26880","125","26","61","200","46"
"26883","125","26","62","200","51"
"26881","125","26","62","200","40"
"26884","125","26","62","200","43"
"26875","125","26","61","200","42"
"26882","125","26","62","200","44"
"26885","125","26","62","200","45"
"26886","125","26","62","200","49"
"26889","125","26","62","200","42"
"26887","125","26","62","200","49"
"26888","125","26","62","200","52"
"26890","125","26","62","200","54"
"26893","125","26","63","200","36"
"26895","125","26","63","200","56"
"26896","125","26","63","200","41"
"26898","125","26","63","200","44"
"26897","125","26","63","200","51"
"26892","125","26","63","200","38"
"26891","125","26","63","200","48"
"26894","125","26","63","200","43"
"26900","125","26","63","200","46"
"26899","125","26","63","200","44"
"26901","125","26","64","200","45"
"26902","125","26","64","200","50"
"26903","125","26","64","200","34"
"26905","125","26","64","200","45"
"26904","125","26","64","200","36"
"26908","125","26","64","200","49"
"26909","125","26","64","200","42"
"26910","125","26","64","200","45"
"26906","125","26","64","200","40"
"26907","125","26","64","200","50"
"26911","125","26","65","200","46"
"26912","125","26","65","200","55"
"26914","125","26","65","200","52"
"26913","125","26","65","200","47"
"26915","125","26","65","200","49"
"26919","125","26","65","200","41"
"26917","125","26","65","200","44"
"26918","125","26","65","200","50"
"26916","125","26","65","200","49"
"26923","125","26","66","200","51"
"26922","125","26","66","200","62"
"26924","125","26","66","200","41"
"26926","125","26","66","200","41"
"26920","125","26","65","200","55"
"26925","125","26","66","200","49"
"26927","125","26","66","200","40"
"26921","125","26","66","200","46"
"26928","125","26","66","200","37"
"26929","125","26","66","200","43"
"26930","125","26","66","200","48"
"26932","125","26","67","200","43"
"26931","125","26","67","200","46"
"26933","125","26","67","200","43"
"26934","125","26","67","200","51"
"26936","125","26","67","200","48"
"26937","125","26","67","200","47"
"26935","125","26","67","200","50"
"26938","125","26","67","200","51"
"26939","125","26","67","200","54"
"26942","125","26","68","200","52"
"26941","125","26","68","200","44"
"26940","125","26","67","200","54"
"26943","125","26","68","200","46"
"26947","125","26","68","200","38"
"26944","125","26","68","200","42"
"26945","125","26","68","200","53"
"26946","125","26","68","200","51"
"26948","125","26","68","200","42"
"26949","125","26","68","200","50"
"26950","125","26","68","200","44"
"26951","125","26","69","200","45"
"26952","125","26","69","200","40"
"26954","125","26","69","200","42"
"26956","125","26","69","200","39"
"26955","125","26","69","200","49"
"26957","125","26","69","200","53"
"26953","125","26","69","200","47"
"26960","125","26","69","200","43"
"26958","125","26","69","200","40"
"26959","125","26","69","200","54"
"26961","125","26","70","200","54"
"26962","125","26","70","200","51"
"26963","125","26","70","200","57"
"26964","125","26","70","200","37"
"26967","125","26","70","200","47"
"26968","125","26","70","200","41"
"26965","125","26","70","200","61"
"26966","125","26","70","200","43"
"26969","125","26","70","200","37"
"26970","125","26","70","200","44"
"26971","125","26","71","200","49"
"26974","125","26","71","200","55"
"26972","125","26","71","200","50"
"26973","125","26","71","200","49"
"26975","125","26","71","200","41"
"26977","125","26","71","200","47"
"26978","125","26","71","200","37"
"26976","125","26","71","200","44"
"26979","125","26","71","200","49"
"26980","125","26","71","200","51"
"26981","125","26","72","200","42"
"26982","125","26","72","200","47"
"26985","125","26","72","200","49"
"26983","125","26","72","200","47"
"26986","125","26","72","200","47"
"26987","125","26","72","200","41"
"26984","125","26","72","200","48"
"26988","125","26","72","200","42"
"26989","125","26","72","200","45"
"26993","125","26","73","200","44"
"26997","125","26","73","200","53"
"26991","125","26","73","200","43"
"26998","125","26","73","200","41"
"26992","125","26","73","200","44"
"26990","125","26","72","200","46"
"26995","125","26","73","200","44"
"26996","125","26","73","200","52"
"26994","125","26","73","200","38"
"26999","125","26","73","200","44"
"27001","125","26","74","200","48"
"27002","125","26","74","200","49"
"27000","125","26","73","200","60"
"27004","125","26","74","200","46"
"27003","125","26","74","200","48"
"27005","125","26","74","200","47"
"27007","125","26","74","200","46"
"27009","125","26","74","200","55"
"27010","125","26","74","200","50"
"27006","125","26","74","200","60"
"27008","125","26","74","200","49"
"27015","125","26","75","200","49"
"27012","125","26","75","200","45"
"27013","125","26","75","200","52"
"27016","125","26","75","200","51"
"27014","125","26","75","200","56"
"27011","125","26","75","200","45"
"27019","125","26","75","200","59"
"27017","125","26","75","200","54"
"27018","125","26","75","200","51"
"27020","125","26","75","200","55"
"27023","125","26","76","200","43"
"27021","125","26","76","200","53"
"27022","125","26","76","200","43"
"27027","125","26","76","200","44"
"27025","125","26","76","200","50"
"27024","125","26","76","200","58"
"27026","125","26","76","200","55"
"27030","125","26","76","200","55"
"27033","125","26","77","200","43"
"27028","125","26","76","200","50"
"27029","125","26","76","200","42"
"27034","125","26","77","200","37"
"27031","125","26","77","200","52"
"27035","125","26","77","200","58"
"27032","125","26","77","200","54"
"27036","125","26","77","200","40"
"27037","125","26","77","200","49"
"27039","125","26","77","200","39"
"27038","125","26","77","200","44"
"27040","125","26","77","200","56"
"27044","125","26","78","200","48"
"27045","125","26","78","200","57"
"27042","125","26","78","200","51"
"27041","125","26","78","200","44"
"27047","125","26","78","200","46"
"27043","125","26","78","200","48"
"27048","125","26","78","200","46"
"27046","125","26","78","200","51"
"27049","125","26","78","200","51"
"27050","125","26","78","200","41"
"27053","125","26","79","200","47"
"27054","125","26","79","200","52"
"27052","125","26","79","200","58"
"27051","125","26","79","200","45"
"27055","125","26","79","200","51"
"27056","125","26","79","200","42"
"27057","125","26","79","200","60"
"27058","125","26","79","200","53"
"27060","125","26","79","200","47"
"27059","125","26","79","200","47"
"27063","125","26","80","200","48"
"27061","125","26","80","200","53"
"27064","125","26","80","200","53"
"27062","125","26","80","200","46"
"27068","125","26","80","200","50"
"27067","125","26","80","200","42"
"27066","125","26","80","200","58"
"27065","125","26","80","200","48"
"27069","125","26","80","200","48"
"27072","125","26","81","200","41"
"27071","125","26","81","200","51"
"27073","125","26","81","200","49"
"27074","125","26","81","200","41"
"27070","125","26","80","200","45"
"27077","125","26","81","200","46"
"27075","125","26","81","200","49"
"27076","125","26","81","200","53"
"27078","125","26","81","200","45"
"27081","125","26","82","200","45"
"27082","125","26","82","200","51"
"27079","125","26","81","200","53"
"27080","125","26","81","200","54"
"27083","125","26","82","200","54"
"27085","125","26","82","200","42"
"27086","125","26","82","200","44"
"27084","125","26","82","200","53"
"27089","125","26","82","200","57"
"27088","125","26","82","200","56"
"27087","125","26","82","200","45"
"27091","125","26","83","200","50"
"27090","125","26","82","200","63"
"27092","125","26","83","200","63"
"27093","125","26","83","200","57"
"27096","125","26","83","200","50"
"27095","125","26","83","200","48"
"27094","125","26","83","200","55"
"27097","125","26","83","200","54"
"27098","125","26","83","200","53"
"27101","125","26","84","200","55"
"27099","125","26","83","200","56"
"27103","125","26","84","200","58"
"27104","125","26","84","200","53"
"27100","125","26","83","200","41"
"27102","125","26","84","200","66"
"27105","125","26","84","200","57"
"27106","125","26","84","200","51"
"27110","125","26","84","200","60"
"27111","125","26","85","200","51"
"27108","125","26","84","200","52"
"27109","125","26","84","200","47"
"27107","125","26","84","200","46"
"27112","125","26","85","200","44"
"27113","125","26","85","200","54"
"27115","125","26","85","200","52"
"27117","125","26","85","200","49"
"27118","125","26","85","200","46"
"27114","125","26","85","200","52"
"27116","125","26","85","200","54"
"27119","125","26","85","200","52"
"27121","125","26","86","200","56"
"27120","125","26","85","200","51"
"27122","125","26","86","200","57"
"27123","125","26","86","200","36"
"27124","125","26","86","200","43"
"27125","125","26","86","200","51"
"27126","125","26","86","200","53"
"27128","125","26","86","200","46"
"27130","125","26","86","200","48"
"27131","125","26","87","200","57"
"27127","125","26","86","200","45"
"27132","125","26","87","200","49"
"27129","125","26","86","200","55"
"27133","125","26","87","200","50"
"27134","125","26","87","200","59"
"27135","125","26","87","200","43"
"27136","125","26","87","200","51"
"27139","125","26","87","200","48"
"27140","125","26","87","200","49"
"27138","125","26","87","200","50"
"27137","125","26","87","200","42"
"27141","125","26","88","200","54"
"27142","125","26","88","200","46"
"27144","125","26","88","200","47"
"27145","125","26","88","200","47"
"27143","125","26","88","200","45"
"27147","125","26","88","200","51"
"27148","125","26","88","200","46"
"27146","125","26","88","200","62"
"27149","125","26","88","200","52"
"27150","125","26","88","200","61"
"27153","125","26","89","200","54"
"27154","125","26","89","200","62"
"27155","125","26","89","200","54"
"27151","125","26","89","200","54"
"27152","125","26","89","200","45"
"27156","125","26","89","200","49"
"27160","125","26","89","200","51"
"27159","125","26","89","200","45"
"27157","125","26","89","200","37"
"27162","125","26","90","200","56"
"27158","125","26","89","200","45"
"27161","125","26","90","200","54"
"27163","125","26","90","200","59"
"27167","125","26","90","200","56"
"27168","125","26","90","200","51"
"27165","125","26","90","200","62"
"27169","125","26","90","200","43"
"27166","125","26","90","200","48"
"27164","125","26","90","200","56"
"27170","125","26","90","200","48"
"27171","125","26","91","200","57"
"27173","125","26","91","200","47"
"27174","125","26","91","200","53"
"27176","125","26","91","200","53"
"27172","125","26","91","200","58"
"27175","125","26","91","200","55"
"27177","125","26","91","200","57"
"27178","125","26","91","200","52"
"27180","125","26","91","200","51"
"27179","125","26","91","200","54"
"27181","125","26","92","200","57"
"27183","125","26","92","200","59"
"27184","125","26","92","200","59"
"27182","125","26","92","200","50"
"27186","125","26","92","200","63"
"27187","125","26","92","200","56"
"27188","125","26","92","200","66"
"27189","125","26","92","200","55"
"27185","125","26","92","200","45"
"27190","125","26","92","200","49"
"27192","125","26","93","200","52"
"27191","125","26","93","200","49"
"27193","125","26","93","200","49"
"27194","125","26","93","200","61"
"27195","125","26","93","200","45"
"27197","125","26","93","200","59"
"27198","125","26","93","200","52"
"27196","125","26","93","200","51"
"27203","125","26","94","200","57"
"27199","125","26","93","200","56"
"27204","125","26","94","200","55"
"27202","125","26","94","200","50"
"27200","125","26","93","200","59"
"27201","125","26","94","200","52"
"27206","125","26","94","200","60"
"27205","125","26","94","200","62"
"27211","125","26","95","200","52"
"27207","125","26","94","200","54"
"27210","125","26","94","200","44"
"27209","125","26","94","200","48"
"27212","125","26","95","200","57"
"27208","125","26","94","200","56"
"27213","125","26","95","200","60"
"27214","125","26","95","200","53"
"27215","125","26","95","200","60"
"27217","125","26","95","200","52"
"27216","125","26","95","200","53"
"27218","125","26","95","200","65"
"27221","125","26","96","200","53"
"27219","125","26","95","200","59"
"27220","125","26","95","200","64"
"27223","125","26","96","200","53"
"27224","125","26","96","200","45"
"27222","125","26","96","200","59"
"27227","125","26","96","200","54"
"27225","125","26","96","200","52"
"27226","125","26","96","200","64"
"27229","125","26","96","200","50"
"27228","125","26","96","200","48"
"27231","125","26","97","200","57"
"27232","125","26","97","200","47"
"27230","125","26","96","200","58"
"27235","125","26","97","200","56"
"27233","125","26","97","200","52"
"27234","125","26","97","200","65"
"27237","125","26","97","200","57"
"27236","125","26","97","200","56"
"27238","125","26","97","200","50"
"27241","125","26","98","200","54"
"27239","125","26","97","200","64"
"27242","125","26","98","200","54"
"27243","125","26","98","200","53"
"27246","125","26","98","200","62"
"27244","125","26","98","200","63"
"27240","125","26","97","200","56"
"27247","125","26","98","200","55"
"27245","125","26","98","200","56"
"27249","125","26","98","200","58"
"27248","125","26","98","200","53"
"27254","125","26","99","200","58"
"27251","125","26","99","200","58"
"27250","125","26","98","200","57"
"27252","125","26","99","200","64"
"27253","125","26","99","200","61"
"27255","125","26","99","200","61"
"27256","125","26","99","200","61"
"27259","125","26","99","200","57"
"27260","125","26","99","200","53"
"27257","125","26","99","200","54"
"27258","125","26","99","200","66"
"27262","125","26","100","200","60"
"27264","125","26","100","200","63"
"27261","125","26","100","200","52"
"27263","125","26","100","200","45"
"27265","125","26","100","200","57"
"27266","125","26","100","200","53"
"27267","125","26","100","200","58"
"27268","125","26","100","200","61"
"27269","125","26","100","200","55"
"27271","125","27","0","200","99"
"27270","125","26","100","200","44"
"27273","125","27","0","200","100"
"27272","125","27","0","200","95"
"27274","125","27","0","200","87"
"27277","125","27","0","200","94"
"27275","125","27","0","200","85"
"27278","125","27","0","200","94"
"27276","125","27","0","200","99"
"27282","125","27","1","200","109"
"27279","125","27","0","200","107"
"27281","125","27","1","200","114"
"27280","125","27","0","200","97"
"27283","125","27","1","200","95"
"27284","125","27","1","200","100"
"27286","125","27","1","200","94"
"27285","125","27","1","200","100"
"27287","125","27","1","200","105"
"27288","125","27","1","200","104"
"27290","125","27","1","200","98"
"27291","125","27","2","200","94"
"27293","125","27","2","200","108"
"27289","125","27","1","200","103"
"27292","125","27","2","200","101"
"27294","125","27","2","200","114"
"27295","125","27","2","200","99"
"27301","125","27","3","200","108"
"27297","125","27","2","200","94"
"27299","125","27","2","200","106"
"27300","125","27","2","200","108"
"27298","125","27","2","200","114"
"27296","125","27","2","200","100"
"27302","125","27","3","200","108"
"27304","125","27","3","200","117"
"27303","125","27","3","200","101"
"27306","125","27","3","200","104"
"27307","125","27","3","200","102"
"27305","125","27","3","200","114"
"27311","125","27","4","200","100"
"27308","125","27","3","200","116"
"27309","125","27","3","200","110"
"27310","125","27","3","200","95"
"27312","125","27","4","200","98"
"27314","125","27","4","200","98"
"27313","125","27","4","200","106"
"27315","125","27","4","200","112"
"27319","125","27","4","200","115"
"27316","125","27","4","200","105"
"27317","125","27","4","200","110"
"27318","125","27","4","200","113"
"27321","125","27","5","200","88"
"27322","125","27","5","200","106"
"27320","125","27","4","200","104"
"27323","125","27","5","200","103"
"27324","125","27","5","200","107"
"27325","125","27","5","200","113"
"27328","125","27","5","200","109"
"27326","125","27","5","200","104"
"27327","125","27","5","200","133"
"27329","125","27","5","200","103"
"27330","125","27","5","200","110"
"27332","125","27","6","200","111"
"27331","125","27","6","200","121"
"27336","125","27","6","200","105"
"27337","125","27","6","200","109"
"27333","125","27","6","200","113"
"27335","125","27","6","200","113"
"27340","125","27","6","200","101"
"27339","125","27","6","200","112"
"27338","125","27","6","200","113"
"27334","125","27","6","200","108"
"27342","125","27","7","200","104"
"27341","125","27","7","200","95"
"27343","125","27","7","200","121"
"27344","125","27","7","200","102"
"27347","125","27","7","200","113"
"27345","125","27","7","200","101"
"27349","125","27","7","200","99"
"27346","125","27","7","200","111"
"27350","125","27","7","200","116"
"27348","125","27","7","200","105"
"27353","125","27","8","200","117"
"27354","125","27","8","200","113"
"27352","125","27","8","200","116"
"27351","125","27","8","200","96"
"27355","125","27","8","200","123"
"27357","125","27","8","200","118"
"27358","125","27","8","200","98"
"27356","125","27","8","200","112"
"27359","125","27","8","200","119"
"27360","125","27","8","200","81"
"27361","125","27","9","200","109"
"27362","125","27","9","200","109"
"27363","125","27","9","200","92"
"27365","125","27","9","200","111"
"27367","125","27","9","200","101"
"27364","125","27","9","200","119"
"27366","125","27","9","200","113"
"27368","125","27","9","200","114"
"27372","125","27","10","200","120"
"27369","125","27","9","200","98"
"27370","125","27","9","200","123"
"27371","125","27","10","200","99"
"27373","125","27","10","200","118"
"27375","125","27","10","200","127"
"27377","125","27","10","200","110"
"27374","125","27","10","200","101"
"27376","125","27","10","200","115"
"27378","125","27","10","200","98"
"27380","125","27","10","200","84"
"27381","125","27","11","200","81"
"27379","125","27","10","200","114"
"27384","125","27","11","200","86"
"27382","125","27","11","200","89"
"27383","125","27","11","200","77"
"27385","125","27","11","200","73"
"27386","125","27","11","200","113"
"27388","125","27","11","200","98"
"27387","125","27","11","200","101"
"27391","125","27","12","200","101"
"27389","125","27","11","200","77"
"27390","125","27","11","200","107"
"27393","125","27","12","200","76"
"27394","125","27","12","200","114"
"27395","125","27","12","200","108"
"27396","125","27","12","200","99"
"27392","125","27","12","200","81"
"27397","125","27","12","200","109"
"27398","125","27","12","200","101"
"27401","125","27","13","200","97"
"27399","125","27","12","200","108"
"27400","125","27","12","200","97"
"27402","125","27","13","200","88"
"27405","125","27","13","200","95"
"27403","125","27","13","200","107"
"27406","125","27","13","200","89"
"27404","125","27","13","200","89"
"27409","125","27","13","200","92"
"27410","125","27","13","200","113"
"27411","125","27","14","200","91"
"27407","125","27","13","200","84"
"27408","125","27","13","200","113"
"27414","125","27","14","200","86"
"27415","125","27","14","200","94"
"27413","125","27","14","200","100"
"27412","125","27","14","200","80"
"27416","125","27","14","200","72"
"27417","125","27","14","200","75"
"27419","125","27","14","200","87"
"27418","125","27","14","200","77"
"27423","125","27","15","200","80"
"27424","125","27","15","200","85"
"27425","125","27","15","200","88"
"27421","125","27","15","200","87"
"27420","125","27","14","200","106"
"27422","125","27","15","200","92"
"27426","125","27","15","200","97"
"27427","125","27","15","200","94"
"27429","125","27","15","200","51"
"27428","125","27","15","200","79"
"27430","125","27","15","200","93"
"27433","125","27","16","200","47"
"27434","125","27","16","200","64"
"27432","125","27","16","200","82"
"27431","125","27","16","200","94"
"27435","125","27","16","200","100"
"27438","125","27","16","200","67"
"27436","125","27","16","200","95"
"27437","125","27","16","200","76"
"27439","125","27","16","200","59"
"27440","125","27","16","200","91"
"27442","125","27","17","200","82"
"27444","125","27","17","200","81"
"27443","125","27","17","200","79"
"27441","125","27","17","200","85"
"27445","125","27","17","200","75"
"27446","125","27","17","200","86"
"27448","125","27","17","200","70"
"27447","125","27","17","200","50"
"27449","125","27","17","200","88"
"27452","125","27","18","200","42"
"27453","125","27","18","200","77"
"27450","125","27","17","200","78"
"27454","125","27","18","200","86"
"27451","125","27","18","200","74"
"27455","125","27","18","200","76"
"27458","125","27","18","200","86"
"27456","125","27","18","200","74"
"27457","125","27","18","200","66"
"27461","125","27","19","200","78"
"27459","125","27","18","200","79"
"27460","125","27","18","200","90"
"27463","125","27","19","200","54"
"27462","125","27","19","200","82"
"27466","125","27","19","200","85"
"27464","125","27","19","200","70"
"27467","125","27","19","200","67"
"27465","125","27","19","200","93"
"27469","125","27","19","200","84"
"27470","125","27","19","200","90"
"27472","125","27","20","200","70"
"27468","125","27","19","200","76"
"27471","125","27","20","200","79"
"27475","125","27","20","200","63"
"27474","125","27","20","200","83"
"27478","125","27","20","200","86"
"27473","125","27","20","200","32"
"27476","125","27","20","200","78"
"27479","125","27","20","200","76"
"27477","125","27","20","200","64"
"27480","125","27","20","200","64"
"27482","125","27","21","200","85"
"27484","125","27","21","200","68"
"27481","125","27","21","200","60"
"27483","125","27","21","200","73"
"27486","125","27","21","200","70"
"27485","125","27","21","200","49"
"27489","125","27","21","200","87"
"27488","125","27","21","200","88"
"27491","125","27","22","200","60"
"27487","125","27","21","200","80"
"27490","125","27","21","200","85"
"27493","125","27","22","200","31"
"27492","125","27","22","200","79"
"27496","125","27","22","200","52"
"27494","125","27","22","200","53"
"27497","125","27","22","200","73"
"27495","125","27","22","200","52"
"27498","125","27","22","200","66"
"27499","125","27","22","200","67"
"27501","125","27","23","200","61"
"27500","125","27","22","200","72"
"27502","125","27","23","200","73"
"27505","125","27","23","200","51"
"27503","125","27","23","200","71"
"27504","125","27","23","200","59"
"27507","125","27","23","200","89"
"27510","125","27","23","200","47"
"27508","125","27","23","200","65"
"27509","125","27","23","200","79"
"27506","125","27","23","200","73"
"27512","125","27","24","200","79"
"27511","125","27","24","200","61"
"27514","125","27","24","200","74"
"27513","125","27","24","200","73"
"27516","125","27","24","200","70"
"27515","125","27","24","200","43"
"27517","125","27","24","200","64"
"27519","125","27","24","200","38"
"27520","125","27","24","200","69"
"27518","125","27","24","200","37"
"27521","125","27","25","200","55"
"27523","125","27","25","200","77"
"27522","125","27","25","200","38"
"27527","125","27","25","200","30"
"27524","125","27","25","200","53"
"27529","125","27","25","200","68"
"27525","125","27","25","200","40"
"27528","125","27","25","200","90"
"27531","125","27","26","200","68"
"27526","125","27","25","200","70"
"27530","125","27","25","200","79"
"27534","125","27","26","200","64"
"27532","125","27","26","200","43"
"27533","125","27","26","200","77"
"27535","125","27","26","200","48"
"27538","125","27","26","200","61"
"27536","125","27","26","200","52"
"27537","125","27","26","200","63"
"27540","125","27","26","200","83"
"27539","125","27","26","200","65"
"27542","125","27","27","200","90"
"27541","125","27","27","200","76"
"27544","125","27","27","200","49"
"27545","125","27","27","200","79"
"27543","125","27","27","200","61"
"27548","125","27","27","200","39"
"27546","125","27","27","200","67"
"27547","125","27","27","200","42"
"27549","125","27","27","200","60"
"27551","125","27","28","200","59"
"27552","125","27","28","200","57"
"27550","125","27","27","200","63"
"27553","125","27","28","200","45"
"27555","125","27","28","200","68"
"27554","125","27","28","200","52"
"27557","125","27","28","200","40"
"27556","125","27","28","200","62"
"27560","125","27","28","200","30"
"27558","125","27","28","200","25"
"27559","125","27","28","200","55"
"27562","125","27","29","200","55"
"27561","125","27","29","200","45"
"27567","125","27","29","200","56"
"27566","125","27","29","200","36"
"27565","125","27","29","200","74"
"27564","125","27","29","200","54"
"27563","125","27","29","200","81"
"27568","125","27","29","200","60"
"27570","125","27","29","200","61"
"27569","125","27","29","200","53"
"27572","125","27","30","200","48"
"27571","125","27","30","200","65"
"27574","125","27","30","200","63"
"27573","125","27","30","200","46"
